# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.Pooled Blood Pos_2018_Aug_02_16_40_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Thu Aug 02 16:42:19 EDT 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,48_T1,48_T2,48_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,Alignment Value,Annotations,CAS Number,ChEBI ID,Compound Name,Retention Time,MS1 Composite Spectrum,Mass,Ionization mode,Formula,Frequency,CompoundAlgo
C42H70O11,1,1,1,197507,195653,220888,206133,118606,183314,188386,174966,202420,218232,201923,156764,170272,242392,180157,161239,78930,188965,172641,210705,227451,188922,190781,185663,192730,237990,329041,244432,257252,248369,191615,210513,259447,233842,233012,193264,194746,239718,200103,161845,250846,255157,25123,322159,241391,183015,246359,205258,,"C42H70O11 [ C42 H70 O11, tgt=, overall=63.05, db=63.05 ]",,,C42H70O11,11.321005,"(751.5051, 17161.98)(752.5081, 6507.26)(753.4965, 2327.62)",750.5038,,C42 H70 O11,50,FindByFormula
C11H13N2O4,1,1,1,1,1,1,1,1,1,109122,105603,127055,83018,1,69682,1,1,1,1,1,1,226445,261251,289561,327200,1,325405,248718,298079,337207,192504,192143,207376,1,1,1,137158,127780,121732,116481,149714,124007,1,1,1,1,116443,113096,179010,234173,189469,,"C11H13N2O4 [ C11 H13 N2 O4, tgt=, overall=61.83, db=61.83 ]",,,C11H13N2O4,9.2109995,"(238.0957, 17294.75)(239.0988, 3138.25)(240.0929, 5343.98)",237.0892,,C11 H13 N2 O4,42,FindByFormula
C13H22O4,1,1,1,42241,52690,39279,42395,21412,36987,46264,43010,42820,37292,37111,35229,38805,319775,315479,53990,55969,52647,34950,48038,49220,33642,131664,24989,36300,36898,39128,54533,52861,54493,48383,37276,50868,35077,30432,42113,37567,36978,36727,38759,46190,62052,1,50738,104716,50579,57889,43308,,"C13H22O4 [ C13 H22 O4, tgt=, overall=83.99, db=83.99 ]",,,C13H22O4,7.5299993,"(243.1597, 30944.46)(244.1633, 3767.73)",242.15,,C13 H22 O4,50,FindByFormula
C50H78N10O11 10.666995,1,1,1,1,1,216883,1,1,1,1,1,1,1,1,1,1,320770,1,1,1,253578,1,1,1,1,1,1,1,1,1,280001,1,1,1,1,1,298259,279578,1,1,1,224391,1,291520,1,1,1,1,1,1,1,,"C50H78N10O11 [ C50 H78 N10 O11, tgt=, overall=42.22, db=42.22 ]",,,C50H78N10O11 10.666995,10.666995,"(498.3048, 7971.2)(498.8063, 3931.84)(499.3095, 2160.82)",994.5984,,C50 H78 N10 O11,50,FindByFormula
C24H44N2O19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63723,110383,91901,137907,128034,148455,1,1,1,1,1,1,273609,285224,343378,1,29555,209668,43070,159306,198626,144757,146463,111483,,"C24H44N2O19 [ C24 H44 N2 O19, tgt=, overall=66.94, db=66.94 ]",,,C24H44N2O19,10.191994,"(665.2622, 12407.61)(666.2654, 3845.72)(667.2765, 2411.59)",664.2537,,C24 H44 N2 O19,50,FindByFormula
C25H34O8,1,1,1,223706,451176,1,377380,244068,360444,254898,199901,318865,325010,318872,207510,354604,376696,263561,430932,327561,318577,226813,328882,354775,303668,273915,281263,670495,1048012,1774070,1035384,1198427,1072054,754045,917310,1114306,1339669,1084921,789994,1063379,1337007,1097497,876770,1293990,1738133,488478,2321523,2453903,1171789,1949342,1203683,,"C25H34O8 [ C25 H34 O8, tgt=, overall=60.64, db=60.64 ]",,,C25H34O8,10.5859995,"(463.2267, 15688.32)(464.2302, 4075.75)(465.2405, 116620.45)(466.2435, 26994.86)",462.2204,,C25 H34 O8,49,FindByFormula
1432.87@11.237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80117,1,98750,1,1,1,1,97450,1,1,1,1,1,1,1,1,1,1,1,1,118428,1,110783,1,1,1,1,1,1,1,1,1,,,,,1432.87@11.237,11.237,"(717.4418, 4303.1)(717.9441, 2865.38)(718.4451, 1345.62)",1432.87,,,50,FindByFormula
809.671@14.178002,1,1,1,1,1,1,17759,1,1,1,1,1,1,1,38277,1,1,1,1,343521,1,1,1,27730,1,10574,1,62328,100544,1,163882,58446,59560,1,1,1,1,1,1,1108786,1,250335,1,1,2979974,1,1,6456354,1,1,5659730,,,,,809.671@14.178002,14.178002,"(810.6583, 15151.17)(811.6674, 54668.6)(812.6693, 14729.49)(813.6821, 90490.05)(814.6854, 39208.3)(815.6942, 21139.63)(816.6986, 7685.53)",809.671,,,39,FindByFormula
C9H7F3N3O,1,1,1,280237,285593,238389,254846,169859,257692,248746,216314,245261,210749,213353,216120,101852,325672,224528,274635,223104,261926,199044,252144,196195,193851,273372,214130,175460,202914,248121,236583,243836,251462,250337,229462,258867,233320,205029,106013,1,26160,1,148377,263830,1,1,312441,1,1,87946,210220,,"C9H7F3N3O [ C9 H7 F3 N3 O, tgt=, overall=87.62, db=87.62 ]",,,C9H7F3N3O,4.9989967,"(231.061, 28757.14)(232.064, 3144.48)",230.0534,,C9 H7 F3 N3 O,50,FindByFormula
C7H8N3O,1,1,1,308302,254916,251693,245644,141286,233268,249513,177600,240817,171481,158596,156978,99805,260625,183011,236930,128075,257967,150595,257649,138834,213230,241588,211235,134268,152289,201580,152301,140957,150187,203789,164053,228038,225476,178294,82920,35723,38233,58490,96583,135982,69040,1,215538,1,49182,65009,125227,,"C7H8N3O [ C7 H8 N3 O, tgt=, overall=87.06, db=87.06 ]",,,C7H8N3O,5.641999,"(151.0733, 29148.01)(152.0766, 2435.86)",150.0656,,C7 H8 N3 O,50,FindByFormula
860.5352@11.280003,1,1,1,283694,277960,300529,287003,188824,267197,275866,261142,282751,323252,302129,257196,252166,326768,261952,240217,156266,283370,243413,286180,291396,276445,277300,284278,256719,291907,354626,284257,292701,280076,254451,264344,314007,283410,271485,251892,278610,309821,252579,190751,255297,302640,1,322758,288625,263964,302685,279834,,,,,860.5352@11.280003,11.280003,"(431.2742, 16745.78)(431.7766, 7208.45)",860.5352,,,50,FindByFormula
1518.8448@11.6640005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60889,1,1,1,1,1,41537,1,1,1,1,1,68035,107160,1,1,1,1,1,1,1,1,94005,1,1,200855,1,1,267071,125998,64744,1,1,,,,,1518.8448@11.6640005,11.6640005,"(760.441, 22368.37)(760.9426, 15797.69)(761.444, 8073.8)(761.9443, 2514.19)",1518.8448,,,33,FindByFormula
C41H64N2O2 13.780006,1,1,1,112885,138785,210121,178099,142335,182040,169980,151115,155534,265067,160913,145011,145854,190882,205171,172655,154826,193962,142195,176854,313527,145290,174986,178280,111708,135558,380773,143789,239762,446325,350569,174247,245899,112679,185486,194627,436355,190497,368893,132685,82075,293259,1,57981,3383272,174485,131584,83976,,"C41H64N2O2 [ C41 H64 N2 O2, tgt=, overall=60.19, db=60.19 ]",,,C41H64N2O2 13.780006,13.780006,"(617.5102, 169372.5)(618.5129, 63021.1)(619.5153, 12921.65)",616.5007,,C41 H64 N2 O2,49,FindByFormula
C25H44NO7P 11.751001,1,1,1,1633923,1550531,370022,1011419,470853,1163907,256944,132018,417755,110429,163563,78332,143175,1453859,110993,1311166,856484,1415604,135569,1180533,62502,500941,23819,829460,207739,412150,384947,415521,106700,139255,154157,337948,206837,551913,210084,44453,194521,228808,240954,49295,125496,1084180,70143,322901,1593333,71202,111999,173489,,"C25H44NO7P [ C25 H44 N O7 P, tgt=, overall=68.90, db=68.90 ]",,,C25H44NO7P 11.751001,11.751001,"(502.2903, 194523.02)(503.2933, 49438.38)",501.2821,,C25 H44 N O7 P,50,FindByFormula
C25H30N2O3,1,1,1,73841,83682,88066,94248,63031,99529,90499,47249,70287,111619,68982,78502,71806,125146,163089,167955,190703,106307,152336,93665,108841,63881,173823,92118,168196,208242,307360,251853,244272,233303,216808,259999,252523,212601,195711,154612,146400,178880,154357,157282,215801,282793,73605,306980,320482,221208,329166,187591,,"C25H30N2O3 [ C25 H30 N2 O3, tgt=, overall=71.44, db=71.44 ]",,,C25H30N2O3,10.941002,"(407.2312, 22401.72)(408.2355, 5885.88)(409.2434, 3193.71)",406.2297,,C25 H30 N2 O3,50,FindByFormula
793.5943@14.280008,1,1,1,1,1,274277,765591,422480,605277,341230,468188,544341,531393,1333066,1114143,1531268,383178,618212,507808,246206,743446,252188,1557287,587844,1226731,1719432,736602,1,1,1,270429,1,1097372,1069595,1459787,1216328,768102,595878,721739,1084048,843442,1444562,1320968,494057,1057814,10814,421775,1565867,400906,610665,799131,,,,,793.5943@14.280008,14.280008,"(794.6026, 4925.2)(795.6072, 2743.12)(796.6174, 7181.06)(797.6253, 3793.67)",793.5943,,,49,FindByFormula
C21H30N2OS 10.365998,1,1,1,455130,370093,106423,60497,277000,325981,65137,300087,77182,1252728,165275,160079,885831,470486,257891,77023,170073,615762,370814,437892,545152,390442,188901,400395,914815,1270004,291614,2166831,2297931,2242156,132590,105395,754797,286206,250452,208429,652317,561453,509182,705418,1346457,1176039,1,108434,193514,313477,330363,484297,,"C21H30N2OS [ C21 H30 N2 O S, tgt=, overall=84.73, db=84.73 ]",,,C21H30N2OS 10.365998,10.365998,"(359.2137, 54797.31)(360.2167, 10914.21)(361.2277, 4708.42)",358.2085,,C21 H30 N2 O S,50,FindByFormula
710.4152@11.519997,1,1,1,1,1,1,40411,1,40668,1,1,1,1,1,1,1,308095,342072,1,22011,1,1,43184,44696,1,172400,1,1,75603,93699,105473,118047,126642,59042,98551,108905,83169,1,1,66578,78972,72769,92009,121651,112064,1,145827,119358,63963,91979,74945,,,,,710.4152@11.519997,11.519997,"(711.4185, 22376.52)(712.422, 8399.53)(713.4307, 2873.21)",710.4152,,,45,FindByFormula
C27H36N2O4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,290694,314049,351181,335509,211468,240330,358107,266394,1,1,1,1,1,291804,235282,1,1,328181,1,1,1,197525,,"C27H36N2O4 [ C27 H36 N2 O4, tgt=, overall=55.70, db=55.70 ]",,,C27H36N2O4,10.666998,"(453.2731, 14216.5)(454.2758, 6755.14)",452.2738,,C27 H36 N2 O4,15,FindByFormula
C16H22O5 8.630003,1,1,1,144024,139794,177605,150966,107857,140073,151090,111259,152600,121261,119641,97559,134596,187797,123156,167091,94071,216448,134076,178833,183297,107399,123465,117544,112397,131716,215942,199044,204908,212770,264426,262664,291610,156160,183384,85144,1,76029,1,90754,146616,1,116525,270263,1,1,1,169464,,"C16H22O5 [ C16 H22 O5, tgt=, overall=84.77, db=84.77 ]",,,C16H22O5 8.630003,8.630003,"(295.154, 25577.11)(296.1574, 3864.64)",294.1448,,C16 H22 O5,50,FindByFormula
C22H31FO3,1,1,1,1,1,1,1,1,43714,1,102751,43999,223642,66952,1,169411,21521,1,1,1,11247,63338,91373,261662,50485,1,101186,1,12787,12898,6932,13399,1,54716,60149,214369,29295,29320,30702,241039,11876,249380,17033,51567,1,34174,27704,181727,106098,1,1,,"C22H31FO3 [ C22 H31 F O3, tgt=, overall=76.60, db=76.60 ]",,,C22H31FO3,11.827,"(363.2325, 47501.62)(364.2337, 9793.49)",362.2254,,C22 H31 F O3,48,FindByFormula
C12H20N3,1,1,1,1,1,42499,1,1,1,1,1,1,37871,43277,50295,1,1,1,1,1,1,1,1,1,1,1,1,38704,74698,66304,107109,186772,193394,1,1,29689,46865,45853,29422,45451,64885,39968,196202,304476,125833,1,48194,34970,25180,46222,41500,,"C12H20N3 [ C12 H20 N3, tgt=, overall=81.02, db=81.02 ]",,,C12H20N3,11.170004,"(207.1712, 31489.93)(208.1745, 4530.97)",206.1642,,C12 H20 N3,50,FindByFormula
1330.803@11.081998,1,1,1,1,1,76332,83865,49377,66509,81300,67973,1,73379,1,63440,1,1,1,1,72150,1,82291,101274,1,93228,1,81226,1,1,121174,108618,1,1,1,1,1,1,1,1,108102,110968,98477,1,184756,176890,1,1,159118,1,116814,98357,,,,,1330.803@11.081998,11.081998,"(666.4059, 6737.64)(666.908, 4533.44)(667.4083, 2124.3)",1330.803,,,50,FindByFormula
C19H20N4O3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,257647,295721,1,1,1,1,1,1,1,196852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"C19H20N4O3 [ C19 H20 N4 O3, tgt=, overall=75.71, db=75.71 ]",,,C19H20N4O3,7.5039983,"(353.1594, 27709.72)(354.1626, 4766.2)",352.1535,,C19 H20 N4 O3,50,FindByFormula
C22H36N2O4S,1,1,1,213412,316009,313348,330598,202057,327639,273653,225330,279694,251857,226418,186342,247062,472717,351911,289859,188666,329228,257104,332396,337863,227279,328535,223723,306847,383346,553428,552599,641583,623623,485063,383032,698125,406611,347456,312635,124285,233144,131371,381579,602193,215427,1,759885,189342,136711,236716,380592,,"C22H36N2O4S [ C22 H36 N2 O4 S, tgt=, overall=70.73, db=70.73 ]",,,C22H36N2O4S,10.320004,"(425.2478, 23225.07)(426.2498, 5138.36)",424.2428,,C22 H36 N2 O4 S,50,FindByFormula
C36H48N4O9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,360138,318182,1,1,1,,"C36H48N4O9 [ C36 H48 N4 O9, tgt=, overall=56.58, db=56.58 ]",,,C36H48N4O9,10.681001,"(681.3531, 21421.73)(682.3558, 8608.37)",680.3491,,C36 H48 N4 O9,49,FindByFormula
618.4846@12.583005,1,1,1,51581,42119,63313,38717,640471,44204,50995,44002,51671,49875,54926,39586,49507,60103,53221,42109,279185,57392,44299,54226,81011,41242,57829,52984,60666,75881,153881,144201,186786,182534,54121,126443,146067,39830,67126,19963,398790,115836,276482,111979,117002,152357,40574,116802,155360,108277,104913,59870,,,,,618.4846@12.583005,12.583005,"(619.4872, 29109.8)(620.4905, 10444.99)(621.4905, 2729.45)",618.4846,,,50,FindByFormula
C7H10N2O6,1,1,1,230343,232648,263716,230256,158105,241222,255569,230492,239796,250893,225976,207000,64543,324995,258500,294066,186918,296122,236317,274347,266272,224343,232531,239144,195395,216190,261186,264728,262043,269645,283702,266009,322608,246658,232341,95726,83463,92829,58243,137600,214517,77134,28876,291402,57056,61638,82687,199670,,"C7H10N2O6 [ C7 H10 N2 O6, tgt=, overall=86.76, db=86.76 ]",,,C7H10N2O6,5.8080006,"(219.061, 29543.85)(220.0643, 2418.2)",218.0537,,C7 H10 N2 O6,50,FindByFormula
C20H32N4O2S,1,1,1,1,35805,19394,92224,30361,95361,136829,62058,124986,28317,1,1,71714,36239,25412,67068,38809,114918,65188,146715,107138,152287,1,131940,23874,24409,35275,1,20161,12048,151589,306937,233932,1,50637,1,154345,71572,127035,1,21549,40277,80156,1,199866,138929,67969,87929,,"C20H32N4O2S [ C20 H32 N4 O2 S, tgt=, overall=80.01, db=80.01 ]",,,C20H32N4O2S,11.424005,"(393.2308, 32005.26)(394.2342, 8305.18)(395.2318, 5983.21)",392.2251,,C20 H32 N4 O2 S,48,FindByFormula
948.63@11.203002,1,1,1,48109,64486,52593,62804,19730,62273,70314,57864,48541,54873,46569,39736,64398,99752,74190,47249,23659,56411,67385,1,72888,39383,119386,82313,112867,109734,159021,121824,210786,208397,119950,92694,151586,97525,153162,133528,133293,138564,92776,105018,331221,265789,1,326264,165522,136910,161520,170803,,,,,948.63@11.203002,11.203002,"(475.3317, 17105.95)(475.8329, 13998.71)(476.3343, 3819.76)(949.6642, 2634.27)",948.63,,,49,FindByFormula
1144.7496@11.700995,1,1,1,1,1,1,1,1,1,1,1,1,1,296797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380729,159146,1,181656,215219,203724,253152,1,195646,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1144.7496@11.700995,11.700995,"(573.3772, 12132.79)(573.8834, 5907.24)(574.3798, 3191.13)",1144.7496,,,49,FindByFormula
1576.9944@11.735997,1,1,1,1,284754,221349,296552,1,1,1,1,1,1,1,1,140548,1,1,1,1,1,1,1,1,208208,1,1,1,1,1,1,213063,191575,99887,98473,95220,1,1,60695,207197,244463,1,139965,134527,187256,1,190882,1,1,1,1,,,,,1576.9944@11.735997,11.735997,"(789.5104, 14979.07)(790.0118, 12765.95)(790.5149, 6426.65)(791.0149, 2230.75)",1576.9944,,,20,FindByFormula
C42H83NO3 15.133991,1,1,1,47015,88367,118121,123848,46491,137637,169801,272735,110116,173145,173526,39282,401306,45945,103030,111699,106054,119078,110232,52042,288487,101257,107669,97246,37118,42593,143557,1800370,738740,73166,80103,222724,247825,35670,296323,124142,163363,100721,156316,2964476,143723,409777,1,312740,204424,465839,407947,504089,,"C42H83NO3 [ C42 H83 N O3, tgt=, overall=96.00, db=96.00 ]",,,C42H83NO3 15.133991,15.133991,"(650.6455, 180669.69)(651.6483, 75068.0)(652.6509, 15326.69)",649.6321,,C42 H83 N O3,50,FindByFormula
C15H28N2O3,1,1,1,1,1,1,1,1,1,1,1,1,42920,15770,1,1,37565,31587,1,1,1,1,1,1,1,1,1,1,1,1,120342,206007,287209,1,1,1,45986,59411,25580,1,1,1,48939,114374,1,1,23613,1,1,1,140317,,"C15H28N2O3 [ C15 H28 N2 O3, tgt=, overall=77.34, db=77.34 ]",,,C15H28N2O3,12.299995,"(285.2165, 26326.3)(286.2202, 6066.18)",284.2118,,C15 H28 N2 O3,39,FindByFormula
C18H19O4P,1,1,1,240062,221806,248587,229981,155414,209919,239830,222100,230982,187025,177851,169058,186551,257423,182394,255531,144741,274558,213287,247652,251792,193519,178891,189932,174666,199281,246524,248584,250700,258592,262957,257800,302955,202882,196207,161597,30882,71858,33547,133301,205402,61156,34025,289395,1,39856,82380,207439,,"C18H19O4P [ C18 H19 O4 P, tgt=, overall=73.97, db=73.97 ]",,,C18H19O4P,7.4530025,"(331.1102, 27396.85)(332.1102, 4171.68)",330.0996,,C18 H19 O4 P,50,FindByFormula
C18H24N10,1,77505,38753,154760,158372,168036,151976,159250,1,1,166157,64511,182001,1,199373,102074,99067,1,72325,105523,1,1,1,71328,42357,1,105424,123918,138328,1,130967,50529,90143,33439,148423,68142,253083,296602,290114,95989,107116,1,1,1,1,1,38413,1,61102,1,95343,,"C18H24N10 [ C18 H24 N10, tgt=, overall=79.91, db=79.91 ]",,,C18H24N10,11.269998,"(381.2258, 29374.41)(382.2277, 8404.7)",380.2114,,C18 H24 N10,50,FindByFormula
883.5901@13.284998,1,1,1,81561,91781,98880,58538,74569,1,29481,31265,19520,1,47034,47114,33121,1,1,1,1,44059,18572,17609,29513,33821,66310,31574,45994,40301,38700,79720,1,105856,1,1,1,61265,54599,93608,190859,100287,163630,132060,154069,302302,1,1,112302,186140,46482,33895,,,,,883.5901@13.284998,13.284998,"(884.6066, 23551.22)(885.6095, 11607.4)(886.6127, 4923.7)",883.5901,,,46,FindByFormula
670.4588@12.48,1,1,1,26735,72896,46996,12888,1,12361,1,1,1,92179,79650,47650,45082,1,49166,11393,1,31332,1,1,1,16977,1,22812,99642,155001,301332,324797,330549,274616,33454,14177,15012,102659,86082,27169,34363,12444,21939,44292,60830,107728,1,1,1,16367,32096,11835,,,,,670.4588@12.48,12.48,"(671.4821, 24502.22)(672.484, 9829.19)(673.4672, 4980.54)",670.4588,,,50,FindByFormula
C22H45N7O9,1,1,1,99128,89613,1,123974,73767,122637,84360,61792,102925,74255,74150,1,1,139882,88863,85333,58172,94230,66720,109947,84524,67239,104355,71412,1,1,1,1,1,1,130295,146595,197835,136935,1,1,1,1,1,1362778,1694063,1,1,1,109026,1,1,1,,"C22H45N7O9 [ C22 H45 N7 O9, tgt=, overall=39.44, db=39.44 ]",,,C22H45N7O9,10.592001,"(552.3279, 85814.8)(553.331, 22335.21)",551.3109,,C22 H45 N7 O9,31,FindByFormula
C9H13FO3 6.325001 :1,1,1,1,838877,749032,813314,763392,445797,698016,875895,760331,802301,867093,791352,725252,672952,903126,649251,765064,387162,845596,664334,837127,864111,767401,757723,779940,683944,785538,978126,823398,813046,913092,898470,866300,1038438,895036,843433,797041,764733,814468,784610,575662,851723,891856,159957,1196251,1003597,783910,1007154,863237,,"C9H13FO3 [ C9 H13 F O3, tgt=, overall=86.72, db=86.72 ]",,,C9H13FO3 6.325001 :1,6.325001,"(189.0918, 52263.75)(190.0949, 5137.41)",188.0832,,C9 H13 F O3,50,FindByFormula
1546.975@11.835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,237450,1,221716,1,1,1,1,1,1,1,1,1,,,,,1546.975@11.835,11.835,"(774.4984, 9703.21)(774.9995, 7249.07)(775.502, 3898.92)",1546.975,,,50,FindByFormula
C25H29FN2O2,1,1,1,1,66318,1,1,26537,1,1,1,1,1,1,1,45500,175054,233755,1,1,1,1,1,1,19597,44382,1,1,6271,1,1,1,1,1,13659,11171,6469,10038,13925,1,1,1,1,1,1,1,1,1,1,1,1,,"C25H29FN2O2 [ C25 H29 F N2 O2, tgt=, overall=80.78, db=80.78 ]",,,C25H29FN2O2,11.686,"(409.2292, 19304.94)(410.2323, 4591.6)",408.2253,,C25 H29 F N2 O2,50,FindByFormula
C18H24F6N4O2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,131672,113953,95174,1,1,1,1,1,1,62410,272780,250304,127865,195972,148639,,"C18H24F6N4O2 [ C18 H24 F6 N4 O2, tgt=, overall=79.42, db=79.42 ]",,,C18H24F6N4O2,9.618004,"(443.1878, 27473.3)(444.1908, 7361.91)",442.1795,,C18 H24 F6 N4 O2,50,FindByFormula
C10H8Br6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17518,1,35994,1,1,1,1,1,1,1,57552,1,1,1,1,112357,310787,1,1,93504,158202,1,1,,"C10H8Br6 [ C10 H8 Br6, tgt=, overall=47.15, db=47.15 ]",,,C10H8Br6,14.265009,"(602.5833, 18709.62)(603.5839, 10445.36)(604.5879, 2714.79)",601.5753,,C10 H8 Br6,46,FindByFormula
802.5545@11.066994,1,1,1,187989,200519,229390,209162,107515,192411,195289,184620,173837,219403,205545,178230,188130,246412,175620,179262,78218,192788,170978,228755,220361,163942,197341,203166,206215,242053,307032,254665,300340,1,1,1,262719,217687,233844,210305,219547,247332,296565,1,429026,293953,1,1,251012,221259,228608,1,,,,,802.5545@11.066994,11.066994,"(402.2815, 7019.19)(402.7834, 3024.93)(803.5563, 6321.54)(804.5461, 4715.02)",802.5545,,,44,FindByFormula
C22H25F3N2O3,1,1,1,86248,78066,98051,110292,105816,99776,79120,58911,94686,98767,80393,64991,62929,118163,101291,80778,54220,98873,100235,124363,126595,75263,96300,73666,112658,141264,234846,164461,207110,176418,162398,178398,231733,204392,178380,118193,86410,131299,93832,245546,400531,173585,33183,427578,175109,93228,140288,147696,,"C22H25F3N2O3 [ C22 H25 F3 N2 O3, tgt=, overall=82.26, db=82.26 ]",,,C22H25F3N2O3,9.634002,"(423.1892, 16316.24)(424.1925, 3383.27)",422.1868,,C22 H25 F3 N2 O3,50,FindByFormula
C11H12N3O3 5.531002,1,1,1,132450,226404,160852,169208,52146,175354,153996,124897,154495,128393,141076,127593,94851,321289,216480,153249,132705,152513,97278,145924,108996,48915,232527,118569,107627,113805,172544,143642,150240,139094,153400,121623,161128,166305,128325,79641,38339,67461,40088,134674,236782,67245,1,291299,1,40230,66052,159181,,"C11H12N3O3 [ C11 H12 N3 O3, tgt=, overall=86.54, db=86.54 ]",,,C11H12N3O3 5.531002,5.531002,"(235.0946, 27650.52)(236.0978, 3229.45)",234.0871,,C11 H12 N3 O3,50,FindByFormula
C14H28N6 12.507,1,1,1,188843,111648,259863,119736,74671,134862,180878,160599,150449,35736,32954,161904,323744,290084,295882,177663,106662,29675,153640,185692,33968,154712,234107,170659,31003,48632,113441,111769,143240,169010,295448,73532,82044,45739,37232,229362,289008,142118,361391,151395,208407,269133,38722,55740,230790,79681,91418,52721,,"C14H28N6 [ C14 H28 N6, tgt=, overall=85.22, db=85.22 ]",,,C14H28N6 12.507,12.507,"(281.2449, 36951.19)(282.2483, 7201.27)",280.239,,C14 H28 N6,50,FindByFormula
C13H11F3N4,1,1,1,25890,41017,1,1,1,22872,1,1,1,1,1,1,1,313425,234404,1,30987,1,1,1,1,1,244054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"C13H11F3N4 [ C13 H11 F3 N4, tgt=, overall=83.48, db=83.48 ]",,,C13H11F3N4,5.987,"(281.1005, 31182.46)(282.1038, 3738.45)",280.092,,C13 H11 F3 N4,50,FindByFormula
C25H38N2OS 10.880003,1,1,1,82723,79933,99284,70221,236843,67805,89840,72025,95645,98815,80690,75972,1,126792,80556,120368,1,1,76594,107434,126461,108574,1,103499,134532,188130,253790,132717,1,131876,174277,164273,206835,1,120136,1,28845,39598,251637,58303,86842,174228,28138,98068,104115,80236,37200,1,,"C25H38N2OS [ C25 H38 N2 O S, tgt=, overall=72.82, db=72.82 ]",,,C25H38N2OS 10.880003,10.880003,"(415.2779, 25153.31)(416.2816, 6380.68)",414.2693,,C25 H38 N2 O S,42,FindByFormula
C13H16N3O3,1,1,1,226704,173220,290663,235069,93694,224097,237444,178376,226669,273898,181229,205383,115731,353459,216936,193870,184850,297329,154956,203278,253163,227336,266811,182982,117486,191693,251520,362726,291506,382673,267782,335454,284586,383029,336450,260211,1,39223,1,177339,257287,24898,1,287637,1,1,92159,178150,,"C13H16N3O3 [ C13 H16 N3 O3, tgt=, overall=85.93, db=85.93 ]",,,C13H16N3O3,7.920998,"(263.1262, 10797.07)(264.1297, 1675.35)",262.1196,,C13 H16 N3 O3,50,FindByFormula
C14H16NO2S,1,1,1,239041,211923,194459,200486,78688,157105,204519,173443,171153,149393,132677,105443,140291,188705,93030,246214,79661,256692,150592,212874,194412,141902,84877,145365,158951,194755,176940,223500,204658,236807,235989,194456,230629,121576,145851,144239,167045,151088,175840,116480,191162,214671,1,289109,276233,169667,193998,174278,,"C14H16NO2S [ C14 H16 N O2 S, tgt=, overall=75.42, db=75.42 ]",,,C14H16NO2S,2.8200006,"(263.0969, 28153.94)(264.0994, 3475.55)",262.0883,,C14 H16 N O2 S,50,FindByFormula
